sig_id,Ligand,Organism,Celltype.cellline,Dose,Duration,Platform,source
TRAIL.Condition.MDA.MB.231.GSE82047.MicroArray.HuGene.1_0.st.v1,TNFSF10,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL17A.Dose.200pg.ml_Duration.72h.Condition.SU.DHL.2.GSE115855.MicroArray.GPL13497,IL17A,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL7.Duration.2h.Condition.Monocyte.E.MTAB.8225.RNASeq.ERP116746_GRCh38,IL7,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL3.Condition.whole.blood.cells.Duration.24h.GSE110041.RNASeq.SRP132018_GRCh38,IL3,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL3.Condition.whole.blood.cells.Duration.6h.GSE110041.RNASeq.SRP132018_GRCh38,IL3,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Dose.0.1nmol.l_Duration.3h.Condition.glioma.E.MEXP.903.MicroArray.HG.U133_Plus_2,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.Hep3B.E.MTAB.4570.MicroArray.HTA.2_0,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL27.Condition.Hep3B.E.MTAB.4570.MicroArray.HTA.2_0,IL27,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL6.Condition.Hep3B.E.MTAB.4570.MicroArray.HTA.2_0,IL6,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.HepG2.E.MTAB.4570.MicroArray.HTA.2_0,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL27.Condition.HepG2.E.MTAB.4570.MicroArray.HTA.2_0,IL27,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL6.Condition.HepG2.E.MTAB.4570.MicroArray.HTA.2_0,IL6,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
OSM.Condition.HepG2.E.MTAB.4570.MicroArray.HTA.2_0,OSM,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.HuH.7.E.MTAB.4570.MicroArray.HTA.2_0,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL27.Condition.HuH.7.E.MTAB.4570.MicroArray.HTA.2_0,IL27,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL6.Condition.HuH.7.E.MTAB.4570.MicroArray.HTA.2_0,IL6,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
OSM.Condition.HuH.7.E.MTAB.4570.MicroArray.HTA.2_0,OSM,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNB.Condition.PBMC.GSE53716.MicroArray.HG.U133_Plus_2,IFNB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL2.Dose.10mg.ml.Condition.NaÃ.ve.CD4.T.cells.GSE127664.RNASeq.SRP187181_GRCh38,IL2,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Condition.Panc.1.GSE82293.MicroArray.PrimeView,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Dose.5.ng.mL.Condition.MCF10A.cells.Duration.72h.GSE81955.RNASeq.SRP075776_GRCh38,TGFB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Dose.5.ng.mL.Condition.MCF7.cells.Duration.72h.GSE81955.RNASeq.SRP075776_GRCh38,TGFB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNA.Condition.Macrophage.GSE16755.MicroArray.HG.U133_Plus_2,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.MRC5.Duration.48h.GSE25200.MicroArray.GPL4133,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL2.Condition.purified.naive.B.cells.from.blood.Duration.4d.6h.GSE36975.MicroArray.GPL10558,IL2,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL2.Condition.purified.naive.B.cells.from.blood.Duration.6h.GSE36975.MicroArray.GPL10558,IL2,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Dose.50.ng.mL_Duration.24h.Condition.UM.Chor1.GSE77732.MicroArray.HuGene.2_0.st,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNB.Dose.100U.ml_Duration.10h.Condition.HeLa.GSE103363.MicroArray.HuGene.1_0.st.v1,IFNB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Dose.100U.ml_Duration.10h.Condition.HeLa.GSE103363.MicroArray.HuGene.1_0.st.v1,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNB.Condition.DC.GSE131990.RNASeq.SRP199919_GRCh38,IFNB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNB.Condition.Mac.GSE131990.RNASeq.SRP199919_GRCh38,IFNB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNB.Condition.Mono.GSE131990.RNASeq.SRP199919_GRCh38,IFNB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNB.Condition.PMN.GSE131990.RNASeq.SRP199919_GRCh38,IFNB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNG.Condition.DC.GSE131990.RNASeq.SRP199919_GRCh38,IFNG,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNG.Condition.Mac.GSE131990.RNASeq.SRP199919_GRCh38,IFNG,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNG.Condition.Mono.GSE131990.RNASeq.SRP199919_GRCh38,IFNG,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNG.Condition.PMN.GSE131990.RNASeq.SRP199919_GRCh38,IFNG,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNL.Condition.DC.GSE131990.RNASeq.SRP199919_GRCh38,IFNL2andIFNL3andIFNL1andIFNL4,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNL.Condition.Mac.GSE131990.RNASeq.SRP199919_GRCh38,IFNL2andIFNL3andIFNL1andIFNL4,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNL.Condition.Mono.GSE131990.RNASeq.SRP199919_GRCh38,IFNL2andIFNL3andIFNL1andIFNL4,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNL.Condition.PMN.GSE131990.RNASeq.SRP199919_GRCh38,IFNL2andIFNL3andIFNL1andIFNL4,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL10.Condition.DC.GSE131990.RNASeq.SRP199919_GRCh38,IL10,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL10.Condition.Mac.GSE131990.RNASeq.SRP199919_GRCh38,IL10,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL10.Condition.Mono.GSE131990.RNASeq.SRP199919_GRCh38,IL10,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL10.Condition.PMN.GSE131990.RNASeq.SRP199919_GRCh38,IL10,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL13.Condition.DC.GSE131990.RNASeq.SRP199919_GRCh38,IL13,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL13.Condition.Mac.GSE131990.RNASeq.SRP199919_GRCh38,IL13,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL13.Condition.Mono.GSE131990.RNASeq.SRP199919_GRCh38,IL13,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL13.Condition.PMN.GSE131990.RNASeq.SRP199919_GRCh38,IL13,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL4.Condition.DC.GSE131990.RNASeq.SRP199919_GRCh38,IL4,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL4.Condition.Mac.GSE131990.RNASeq.SRP199919_GRCh38,IL4,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL4.Condition.Mono.GSE131990.RNASeq.SRP199919_GRCh38,IL4,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL4.Condition.PMN.GSE131990.RNASeq.SRP199919_GRCh38,IL4,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
OSM.Condition.HAVICs.Duration.3.days.GSE101155.MicroArray.GPL10904,OSM,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.Monocyte.GSE72502.RNASeq.SRP062958_GRCh38,IFNA,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNA.Condition.T.CD8_with.anti.CD3.CD8.Duration.48h.GSE17301.MicroArray.HG.U133A_2,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.human.primary.macrophages.GSE66809.RNASeq.SRP056098_GRCh38,IFNG,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNB.Dose.500pM.Condition.human.embryonic.stem.cells.Duration.48h.GSE94521.MicroArray.HG.U133_Plus_2,IFNB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.A2780.cell.line.GSE27526.MicroArray.HG.U133_Plus_2,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.HUVEC.GSE6092.MicroArray.HG.U133_Plus_2,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1B.Condition.nontransformed.primary.fetal.intestinal.epithelial.cell.line.GSE62208.MicroArray.HuGene.2_0.st,IL1B,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL10.Condition.PBMC.MEC.10.1.GSE17493.MicroArray.GPL6480,IL10,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL10.Condition.PBMC.MEC.1.1.GSE17493.MicroArray.GPL6480,IL10,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.airway.epithelial.cells.differentiated.from.the.ES.line.CA2.GSE59472.MicroArray.HuGene.1_0.st.v1,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.1000.IU.mL_Duration.10h.Condition.dermal.fibroblast_control.GSE67737.MicroArray.GPL10558,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.1000.IU.mL_Duration.10h.Condition.dermal.fibroblast_patient.GSE67737.MicroArray.GPL10558,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNB.Dose.1000.IU.mL_Duration.10h.Condition.dermal.fibroblast_control.GSE67737.MicroArray.GPL10558,IFNB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNB.Dose.1000.IU.mL_Duration.10h.Condition.dermal.fibroblast_patient.GSE67737.MicroArray.GPL10558,IFNB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Dose.1000.IU.mL_Duration.10h.Condition.dermal.fibroblast_control.GSE67737.MicroArray.GPL10558,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Dose.1000.IU.mL_Duration.10h.Condition.dermal.fibroblast_patient.GSE67737.MicroArray.GPL10558,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL21.Dose.20.ng.ml_Duration.30min.Condition.Expanded.NK.cells.GSE129044.RNASeq.SRP189872_GRCh38,IL21,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL21.Dose.20.ng.ml_Duration.30min.Condition.Naive.NK.cells.GSE129044.RNASeq.SRP189872_GRCh38,IL21,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL17A.Dose.100.ng.ml.Condition.THP1.GSE37659.MicroArray.HG.U133_Plus_2,IL17A,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
GMCSF.Duration.12h.Condition.Monocyte.GSE35304.MicroArray.GPL6480,CSF2,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
GMCSF.Duration.24h.Condition.Monocyte.GSE35304.MicroArray.GPL6480,CSF2,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
GMCSF.Duration.48h.Condition.Monocyte.GSE35304.MicroArray.GPL6480,CSF2,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
GMCSF.Duration.4h.Condition.Monocyte.GSE35304.MicroArray.GPL6480,CSF2,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Duration.12h.Condition.Monocyte.GSE35304.MicroArray.GPL6480,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Duration.24h.Condition.Monocyte.GSE35304.MicroArray.GPL6480,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Duration.48h.Condition.Monocyte.GSE35304.MicroArray.GPL6480,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Duration.4h.Condition.Monocyte.GSE35304.MicroArray.GPL6480,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.human.umblical.vein.endothelial.cells.GSE121958.RNASeq.SRP167203_GRCh38,TNF,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNG.Dose.25.ng.ml.Condition.CD14....monocyte.derived.macrophages.Duration.24h.GSE17261.MicroArray.GPL6480,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Duration.2d.Condition.THP1.GSE58096.MicroArray.HG.U133_Plus_2,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Duration.4d.Condition.THP1.GSE58096.MicroArray.HG.U133_Plus_2,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Duration.24h.Condition.A375.GSE118521.MicroArray.Clariom_D_Human,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.Calu.3.Duration.12h.GSE70217.MicroArray.GPL13497,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.Calu.3.Duration.18h.GSE70217.MicroArray.GPL13497,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.Calu.3.Duration.6h.GSE70217.MicroArray.GPL13497,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.HEK293.GSE28548.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Duration.6h.Condition.Hepatocyte.GSE38147.MicroArray.HuGene.1_0.st.v1,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Duration.24h.Condition.Hepatocyte.GSE38147.MicroArray.HuGene.1_0.st.v1,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Duration.6h.Condition.Hepatocyte.GSE38147.MicroArray.HuGene.1_0.st.v1,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.1000.IU.ml.Condition.HTLV.1.infected.CD4..T.cells.Duration.48h.GSE34572.MicroArray.GPL6244,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.Trabecular.Meshwork.GSE7144.MicroArray.GPL96,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB2.Condition.Trabecular.Meshwork.GSE7144.MicroArray.GPL96,TGFB2,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.20.ng.mL.Condition.dendritic.cells.Duration.6h.GSE59237.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TSLP.Dose.20.ng.uL.Condition.dendritic.cells.Duration.6h.GSE59237.MicroArray.HG.U133_Plus_2,TSLP,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.293.Duration.24h.GSE136439.MicroArray.HT_HG.U133_Plus_PM,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.293.Duration.4h.GSE136439.MicroArray.HT_HG.U133_Plus_PM,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.A549.Duration.24h.GSE136439.MicroArray.HT_HG.U133_Plus_PM,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.A549.Duration.4h.GSE136439.MicroArray.HT_HG.U133_Plus_PM,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.HT29.Duration.24h.GSE136439.MicroArray.HT_HG.U133_Plus_PM,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.HT29.Duration.4h.GSE136439.MicroArray.HT_HG.U133_Plus_PM,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.K562.Duration.24h.GSE136439.MicroArray.HT_HG.U133_Plus_PM,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Condition.K562.Duration.4h.GSE136439.MicroArray.HT_HG.U133_Plus_PM,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Dose.20.ng.ml.Condition.cultured.macrophages.GSE18686.MicroArray.GPL6947,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL17A.Dose..Condition.cultured.macrophages.GSE18686.MicroArray.GPL6947,IL17A,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Dose.25ng.ml.Condition.cultured.macrophages.GSE18686.MicroArray.GPL6947,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.20ng.ml.Condition.cultured.macrophages.GSE18686.MicroArray.GPL6947,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.Monocyte.GSE100382.RNASeq.SRP110187_GRCh38,IFNA,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TNFA.Condition.Monocyte.GSE100382.RNASeq.SRP110187_GRCh38,TNF,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNA.Dose.1000.u.ml.Condition.HuH7.Duration.24h.GSE22801.MicroArray.GPL6883,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.1000.u.ml.Condition.HuH7.Duration.4h.GSE22801.MicroArray.GPL6883,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.1000.u.ml.Condition.ME15.Duration.24h.GSE22801.MicroArray.GPL6883,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Dose.1000.u.ml.Condition.ME15.Duration.4h.GSE22801.MicroArray.GPL6883,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNB.Dose.300.IU.ml.Condition.glioma.Duration.24h.GSE53213.MicroArray.HG.U133A_2,IFNB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNB.Dose.300.IU.ml.Condition.glioma.Duration.6h.GSE53213.MicroArray.HG.U133A_2,IFNB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.Macrophage.GSE49240.MicroArray.GPL10558,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL10.Condition.Macrophage.GSE49240.MicroArray.GPL10558,IL10,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Condition.Macrophage.GSE49240.MicroArray.GPL10558,IL4,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
MCSF.Condition.Macrophage.GSE49240.MicroArray.GPL10558,CSF1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Dose.1000IU.ml_Duration.48h.Condition.melanoma.cell.line.GSE51259.MicroArray.GPL14550,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1B.GSE19240.MicroArray.HG.U133_Plus_2,IL1B,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL22.Dose.20.ng.ml.Condition.Keratinocytes.Duration.6h.GSE104509.MicroArray.HuGene.2_1.st,IL22,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL2.Dose.high.Condition.NK.GSE12198.MicroArray.HG.U133_Plus_2,IL2,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL2.Dose.low.Condition.NK.GSE12198.MicroArray.HG.U133_Plus_2,IL2,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Condition.FACS.sorted.MDSC.cells.GSE105142.RNASeq.SRP120383_GRCh38,IFNG,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Condition.CD4..T.cells.Duration.1d.GSE94396.RNASeq.SRP098715_GRCh38,TGFB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Condition.CD4..T.cells.Duration.2d.GSE94396.RNASeq.SRP098715_GRCh38,TGFB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Condition.CD4..T.cells.Duration.2h.GSE94396.RNASeq.SRP098715_GRCh38,TGFB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Condition.CD4..T.cells.Duration.6d.GSE94396.RNASeq.SRP098715_GRCh38,TGFB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TGFB1.Condition.CD4..T.cells.Duration.6h.GSE94396.RNASeq.SRP098715_GRCh38,TGFB1,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNB.Condition.human.primary.B.cells.Duration.3h.GSE23307.MicroArray.GPL6104,IFNB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNG.Dose.1000.IU.ml_Duration.24h.Condition.HCC.cells.GSE68927.MicroArray.HG.U133_Plus_2,IFNG,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
OPGL.Condition.Vascular.Smooth.Muscle.Cell.RANKL.GSE29955.MicroArray.HG.U133A_2,TNFSF11,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TRAIL.Condition.Vascular.Smooth.Muscle.Cell.TRAIL.GSE29955.MicroArray.HG.U133A_2,TNFSF10,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL17A.Condition.Colon.organoid.GSE127757.MicroArray.PrimeView,IL17A,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.monocyte.derived.macrophages..MDMs..Duration.1d.GSE41731.MicroArray.GPL6884,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.monocyte.derived.macrophages..MDMs..Duration.4d.GSE41731.MicroArray.GPL6884,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.monocyte.derived.macrophages..MDMs..Duration.8d.GSE41731.MicroArray.GPL6884,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
BAFF.Condition.BL2.cells.GSE99768.RNASeq.SRP108761_GRCh38,TNFSF13B,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL2.Dose.100u.ml_Duration.24h.Condition.FACS.purified.Tregs.GSE49817.MicroArray.HuGene.1_0.st.v1,IL2,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL13.Dose.100.ng.mL_Duration.3d.Condition.nasal.mucosa.from.turbinates.GSE110799.MicroArray.GPL13607,IL13,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.primary.fibroblasts.from.neonatal.foreskin.Duration.24h.GSE27165.MicroArray.GPL6104,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.primary.fibroblasts.from.neonatal.foreskin.Duration.48h.GSE27165.MicroArray.GPL6104,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.H1975.Duration.24h.GSE98979.MicroArray.HuGene.2_0.st,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TGFB1.Condition.H1975.Duration.48h.GSE98979.MicroArray.HuGene.2_0.st,TGFB1,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.blood.sample.GSE11190.MicroArray.HG.U133_Plus_2,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IFNA.Condition.liver.biopsy.GSE11190.MicroArray.HG.U133_Plus_2,IFNA,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL4.Duration.144h.Condition.CD14..monocytes.GSE96715.RNASeq.SRP102019_GRCh38,IL4,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IL4.Duration.72h.Condition.CD14..monocytes.GSE96715.RNASeq.SRP102019_GRCh38,IL4,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
IFNA.Condition.ewing.sarcoma.cell.line.RD.ES.GSE107307.RNASeq.SRP125592_GRCh38,IFNA,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
TNFA.Dose.100.pg.ml.Condition.HCAEC_3D.culture.Duration.16h.E.MTAB.7555.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.1000.pg.ml.Condition.HCAEC_3D.culture.Duration.16h.E.MTAB.7555.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.10000.pg.ml.Condition.HCAEC_3D.culture.Duration.16h.E.MTAB.7555.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.50.pg.ml.Condition.HCAEC_3D.culture.Duration.16h.E.MTAB.7555.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.500.pg.ml.Condition.HCAEC_3D.culture.Duration.16h.E.MTAB.7555.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.100.pg.ml.Condition.HCAEC_3D.culture.Duration.4h.E.MTAB.7555.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.1000.pg.ml.Condition.HCAEC_3D.culture.Duration.4h.E.MTAB.7555.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.10000.pg.ml.Condition.HCAEC_3D.culture.Duration.4h.E.MTAB.7555.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.50.pg.ml.Condition.HCAEC_3D.culture.Duration.4h.E.MTAB.7555.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
TNFA.Dose.500.pg.ml.Condition.HCAEC_3D.culture.Duration.4h.E.MTAB.7555.MicroArray.HG.U133_Plus_2,TNF,Homo sapiens,In_id,In_id,In_id,MicroArray,CytoSig
IL1B.Condition.Endothelial.cells.GSE96962.RNASeq.SRP102361_GRCh38,IL1B,Homo sapiens,In_id,In_id,In_id,RNA-Seq,CytoSig
